,arg1,arg2,verb,sentence,verb_idx,label,new_sentences,new_ind
573,tree,,top, A star tops the Christmas Tree .,2,0,tree has propertygreen tree is at locationforest tree is used forshade top desires be clean. top is at location window. top is used for hold thing.  A star tops the Christmas Tree .,35
574,tower,,top, The towers were topped with conical roofs .,3,0,tower has propertytall tower is at locationcity tower is used forsupport roof top desires be clean. top is at location window. top is used for hold thing.  The towers were topped with conical roofs .,38
575,hiker,,top, The hikers topped the mountain just before noon .,2,1,hiker has propertyhike hiker is at locationforest hiker is used forhike top desires be clean. top is at location window. top is used for hold thing.  The hikers topped the mountain just before noon .,37
576,outline,,trace, trace the outline of a figure in the sand .,0,0,outline has propertyreflective outline is at locationbook outline is used fordraw trace desires be find. trace is at location your finger. trace is used for identify person.  trace the outline of a figure in the sand .,37
577,deer,,trace, The hunters traced the deer into the woods .,2,0,deer has propertyvery fast deer is at locationforest deer is used fordeer trace desires be find. trace is at location your finger. trace is used for identify person.  The hunters traced the deer into the woods .,39
578,circumstance,,trace, She traced the circumstances of her birth .,1,1,circumstance has propertyrandom circumstance is at locationlife circumstance is used formanipulate trace desires be find. trace is at location your finger. trace is used for identify person.  She traced the circumstances of her birth .,36
579,experience,,transform, This experience transformed her completely .,2,1,experience has propertyimportant experience is at locationschool experience is used forlearn transform desires become more powerful. transform is at location zoo. transform is used for create new form of magic.  This experience transformed her completely .,38
580,energy,,transform, It can transform energy to light .,2,0,energy has propertynecessary to live energy is at locationenergy energy is used forenergy transform desires become more powerful. transform is at location zoo. transform is used for create new form of magic.  It can transform energy to light .,41
581,grape,,tread, tread grapes to make wine .,0,0,grape has propertygreen grape is at locationmarket grape is used foreat tread desires tread carefully. tread is at location bridge. tread is used for walk.  tread grapes to make wine .,31
582,bird,,tread, male birds tread the females .,2,0,bird has propertyvery smart bird is at locationin sky bird is used forfly tread desires tread carefully. tread is at location bridge. tread is used for walk.  male birds tread the females .,35
583,camp,,trench, He trenched his military camp .,1,0,camp has propertyfun camp is at locationforest camp is used forcamp trench desires burn. trench is at location military base. trench is used for protect your foot from mud.  He trenched his military camp .,36
584,letter,,trench, letters trenched into the stone .,1,0,letter has propertywrite on paper letter is at locationmail box letter is used forcommunication trench desires burn. trench is at location military base. trench is used for protect your foot from mud.  letters trenched into the stone .,39
585,soldier,,trench, trench the fallen soldiers .,0,0,soldier has propertydangerous soldier is at locationmilitary base soldier is used forfight trench desires burn. trench is at location military base. trench is used for protect your foot from mud.  trench the fallen soldiers .,35
586,chain,,tug, The prisoner tugged at the chains .,2,0,chain has propertystrong chain is at locationhardware store chain is used forhold up roof tug desires catch on fire. tug is at location rope. tug is used for pull.  The prisoner tugged at the chains .,38
587,living,,tug, She tugged for years to make a decent living .,1,1,living has propertygood living is at locationapartment living is used forlive tug desires catch on fire. tug is at location rope. tug is used for pull.  She tugged for years to make a decent living .,37
588,freighter,,tug, The tugboat tugged the freighter into the harbor .,2,0,freighter has propertyvery large freighter is at locationsea freighter is used forship tug desires catch on fire. tug is at location rope. tug is used for pull.  The tugboat tugged the freighter into the harbor .,38
589,cart,,tug, The horse finally tugged the cart out of the mud .,3,0,cart has propertyheavy cart is at locationstore cart is used forcarry thing tug desires catch on fire. tug is at location rope. tug is used for pull.  The horse finally tugged the cart out of the mud .,41
590,shoulder,,twist, The wrestler twisted his shoulder .,2,0,shoulder has propertyshort shoulder is at locationshoulder shoulder is used forhold thing twist desires play. twist is at location guitar. twist is used for make rope.  The wrestler twisted his shoulder .,34
591,cord,,twist, The cord is all twisted .,4,0,cord has propertyelastic cord is at locationsew room cord is used fortie thing together twist desires play. twist is at location guitar. twist is used for make rope.  The cord is all twisted .,38
592,word,,twist, Do n't twist my words .,2,1,word has propertybad word is at locationsentence word is used forinsult twist desires play. twist is at location guitar. twist is used for make rope.  Do n't twist my words .,33
593,people,,uproot, The war uprooted many people .,2,1,people has propertyselfish people is at locationbus stop people is used forwork uproot desires new home. uproot is at location tree. uproot is used for uproot.  The war uprooted many people .,34
594,democracy,,uproot, The vestiges of political democracy were soon uprooted .,7,1,democracy has propertygood democracy is at locationdemocracy democracy is used forgovern uproot desires new home. uproot is at location tree. uproot is used for uproot.  The vestiges of political democracy were soon uprooted .,41
595,vine,,uproot, They plan to uproot the vine that has spread all over the garden .,3,0,vine has propertygreen vine is at locationforest vine is used forsupport tree uproot desires new home. uproot is at location tree. uproot is used for uproot.  They plan to uproot the vine that has spread all over the garden .,43
596,fortune,,vest, She vested her vast fortune in her two sons .,1,0,fortune has propertyfalse fortune is at locationchurch fortune is used forbuy thing vest desires shirt. vest is at location closet. vest is used for protect torso.  She vested her vast fortune in her two sons .,37
597,property,,vest, The property vests in the trustees .,2,0,property has propertyexpensive property is at locationtown property is used forlive in vest desires shirt. vest is at location closet. vest is used for protect torso.  The property vests in the trustees .,35
598,paris,,visit, Did you ever visit Paris ? .,3,0,paris has propertyfull of beautiful person paris is at locationfrance paris is used forlive in visit desires be with friend. visit is at location disneyland. visit is used for relaxation.  Did you ever visit Paris ? .,40
599,rage,,visit, The principal visited his rage on the students .,2,1,rage has propertybad rage is at locationwar rage is used forrevenge visit desires be with friend. visit is at location disneyland. visit is used for relaxation.  The principal visited his rage on the students .,37
600,relative,,visit," Every summer , we visited our relatives in the country for a month .",4,0,"relative has propertyrelative relative is at locationrelative house relative is used formake money visit desires be with friend. visit is at location disneyland. visit is used for relaxation.  Every summer , we visited our relatives in the country for a month .",46
601,illness,,visit," Every summer , we visited our relatives in the country for a month .",4,1,"illness has propertybad illness is at locationhospital illness is used forkill person visit desires be with friend. visit is at location disneyland. visit is used for relaxation.  Every summer , we visited our relatives in the country for a month .",45
602,ball,,volley, They began to volley the tennis ball .,3,0,ball has propertyround ball is at locationtoy store ball is used forplay basketball volley desires fire. volley is at location war. volley is used for kill person.  They began to volley the tennis ball .,38
603,curse,,volley, I heard him volley a string of curses .,3,1,curse has propertybad curse is at locationbible curse is used formake someone angry volley desires fire. volley is at location war. volley is used for kill person.  I heard him volley a string of curses .,39
604,pig,,wallow, pigs were wallowing in the mud .,2,0,pig has propertyvery smart pig is at locationfarm pig is used foreat wallow desires drown. wallow is at location bottom of sea. wallow is used for eat.  pigs were wallowing in the mud .,36
605,success,,wallow, wallow in your success !,0,1,success has propertyreward success is at locationsport event success is used forachieve goal wallow desires drown. wallow is at location bottom of sea. wallow is used for eat.  wallow in your success !,33
606,yellow,,wear, She was wearing yellow that day .,2,0,yellow has propertyyellow yellow is at locationrainbow yellow is used forcolor wear desires look nice. wear is at location suitcase. wear is used for protect your foot.  She was wearing yellow that day .,36
607,smile,,wear, He always wears a smile .,2,1,smile has propertycontagious smile is at locationmovie smile is used formake friend wear desires look nice. wear is at location suitcase. wear is used for protect your foot.  He always wears a smile .,36
608,hair,,wear, wear one 's hair in a certain way .,0,0,hair has propertycurly hair is at locationyour head hair is used forwash wear desires look nice. wear is at location suitcase. wear is used for protect your foot.  wear one 's hair in a certain way .,37
609,bullet,,whistle, The bullets whistled past him .,2,1,bullet has propertydangerous bullet is at locationgun bullet is used forkill whistle desires fly. whistle is at location orchestra. whistle is used for play.  The bullets whistled past him .,32
610,melody,,whistle, She whistled a melody .,1,0,melody has propertybeautiful melody is at locationjukebox melody is used forenjoyment whistle desires fly. whistle is at location orchestra. whistle is used for play.  She whistled a melody .,30
611,optimism,,whistle, Her optimism whistled away these worries .,2,1,optimism has propertygood optimism is at locationoffice build optimism is used foroptimism whistle desires fly. whistle is at location orchestra. whistle is used for play.  Her optimism whistled away these worries .,34
612,feeling,,wrestle, He wrestled all his life with his feeling of inferiority .,1,1,feeling has propertyuncomfortable feeling is at locationyour finger feeling is used formake thing wrestle desires win. wrestle is at location wrestle team. wrestle is used for sport.  He wrestled all his life with his feeling of inferiority .,39
613,decision,,wrestle, I wrestled with this decision for years .,1,1,decision has propertyimportant decision is at locationmeet decision is used fordecide wrestle desires win. wrestle is at location wrestle team. wrestle is used for sport.  I wrestled with this decision for years .,34
614,child,,wrestle, The children wrestled in the garden .,2,0,child has propertyvery creative child is at locationkindergarten child is used forplay with wrestle desires win. wrestle is at location wrestle team. wrestle is used for sport.  The children wrestled in the garden .,36
615,person,,bow, He bowed before the King .,1,0,person has propertyselfish person is at locationin bus person is used forplay with bow desires be gift. bow is at location boat. bow is used for tie bow.  He bowed before the King .,35
616,person,,breathe, I can breathe better when the air is clean .,2,0,person has propertyselfish person is at locationin bus person is used forplay with breathe desires live. breathe is at location hospital. breathe is used for live.  I can breathe better when the air is clean .,38
617,wine,,breathe, This rare Bordeaux must be allowed to breathe for at least 2 hours .,7,0,wine has propertyserve cold wine is at locationwinery wine is used fordrink breathe desires live. breathe is at location hospital. breathe is used for live.  This rare Bordeaux must be allowed to breathe for at least 2 hours .,46
618,drawing,,color, The child colored the drawings .,2,0,drawing has propertyfun drawing is at locationart gallery drawing is used fordraw color desires be mix. color is at location rainbow. color is used for make picture.  The child colored the drawings .,35
619,judgement,,color, My personal feelings color my judgment in this case .,3,1,judgement has propertybad judgement is at locationconfession judgement is used forpunish color desires be mix. color is at location rainbow. color is used for make picture.  My personal feelings color my judgment in this case .,39
620,people,,communicate, He and his sons have n't communicated for years .,6,0,people has propertyselfish people is at locationbus stop people is used forwork communicate desires understand. communicate is at location classroom. communicate is used for communicate.  He and his sons have n't communicated for years .,41
621,dictionary,,computerize, Please use a computerized disctionary .,3,0,dictionary has propertyuseful for learn dictionary is at locationlibrary dictionary is used forfind information computerize desires understand. computerize is at location computer. computerize is used for calculate.  Please use a computerized disctionary .,36
622,feeling,,condense, Her feelings condensed .,2,1,feeling has propertyuncomfortable feeling is at locationyour finger feeling is used formake thing condense desires understand. condense is at location computer. condense is used for make map.  Her feelings condensed .,33
623,person,,drain, The exercise class drains me of energy .,3,1,person has propertyselfish person is at locationin bus person is used forplay with drain desires fill with water. drain is at location drain. drain is used for drain.  The exercise class drains me of energy .,39
624,employee,,dump, The company dumped him after many years of service .,2,1,employee has propertyunreliable employee is at locationoffice employee is used fordo job dump desires water. dump is at location drain. dump is used for recycle.  The company dumped him after many years of service .,37
625,cup,,engrave, engraved the trophy cupt with the winner 's .,0,0,cup has propertyhalf full of liquid cup is at locationkitchen cup is used fordrink engrave desires be forgive. engrave is at location grave. engrave is used for bury dead body.  engraved the trophy cupt with the winner 's .,39
626,people,,erase, The Turks erased the Armenians in 1915 .,2,1,people has propertyselfish people is at locationbus stop people is used forwork erase desires write. erase is at location desk. erase is used for erase.  The Turks erased the Armenians in 1915 .,35
627,volcano,,erupt, Vesuvius erupts once in a while .,1,0,volcano has propertyhot volcano is at locationvolcano volcano is used forvolcano erupt desires burn. erupt is at location war. erupt is used for anger.  Vesuvius erupts once in a while .,32
628,society,,ferment, Islam is fermenting Africa .,2,1,society has propertycorrupt society is at locationcountry society is used forlive in ferment desires food. ferment is at location stew. ferment is used for make wine.  Islam is fermenting Africa .,33
629,lens,,grind, grind lenses for glasses and cameras .,0,0,lens has propertyreflective lens is at locationeye lens is used formagnify thing grind desires be clean. grind is at location grind. grind is used for move thing.  grind lenses for glasses and cameras .,34
630,theatre,,jam, the theater was jampacked .,3,1,theatre has propertybig theatre is at locationtown theatre is used forentertainment jam desires eat. jam is at location jar. jam is used for eat.  the theater was jampacked .,32
631,woman,,lean, She leaned over the banister .,1,0,woman has propertywalk along beach woman is at locationbed woman is used forhave sex lean desires be with woman. lean is at location kitchen. lean is used for support.  She leaned over the banister .,36
632,man,,lighten," after a glass of wine , he lightened up a bit .",7,1,"man has propertymale man is at locationoffice man is used forlove lighten desires light. lighten is at location boat. lighten is used for lighten mood.  after a glass of wine , he lightened up a bit .",44
633,person,,lock, They were locked in embrace .,2,1,person has propertyselfish person is at locationin bus person is used forplay with lock desires open. lock is at location garage. lock is used for keep person out.  They were locked in embrace .,36
634,man,,march, He marched into the classroom and announced the exam .,1,0,man has propertymale man is at locationoffice man is used forlove march desires fight war. march is at location march hare. march is used for march.  He marched into the classroom and announced the exam .,37
635,feeling,,palpitate, His heart palpitated .,2,1,feeling has propertyuncomfortable feeling is at locationyour finger feeling is used formake thing palpitate desires vomit. palpitate is at location stomach. palpitate is used for increase heart rate.  His heart palpitated .,34
636,man,,peep, He peeped at the woman through the window .,1,0,man has propertymale man is at locationoffice man is used forlove peep desires fly. peep is at location church. peep is used for let in light.  He peeped at the woman through the window .,36
637,painter,,portray," Goya wanted to portray his mistress , the Duchess of Alba .",3,0,"painter has propertyartistic painter is at locationart gallery painter is used forpaint portray desires person to believe. portray is at location movie. portray is used for portray character.  Goya wanted to portray his mistress , the Duchess of Alba .",43
638,finding,,preserve, We preserve these archeological findings .,1,0,finding has propertyfun finding is at locationcave finding is used forfind thing preserve desires good life. preserve is at location jar. preserve is used for preserve food.  We preserve these archeological findings .,34
639,ocean,,sail, We sailed the Atlantic .,1,0,ocean has propertysalty ocean is at locationocean ocean is used forfish sail desires wind. sail is at location boat. sail is used for sail.  We sailed the Atlantic .,30
640,woman,,sing, She was singing while she was cooking .,2,0,woman has propertywalk along beach woman is at locationbed woman is used forhave sex sing desires make music. sing is at location opera. sing is used for entertainment.  She was singing while she was cooking .,38
641,person,,stamp, stamp fruit extract the juice .,0,1,person has propertyselfish person is at locationin bus person is used forplay with stamp desires stamp. stamp is at location desk. stamp is used for mail letter.  stamp fruit extract the juice .,33
642,man,,swim, We had to swim for 20 minutes to reach the shore .,3,0,man has propertymale man is at locationoffice man is used forlove swim desires swim. swim is at location swim pool. swim is used for exercise.  We had to swim for 20 minutes to reach the shore .,40
643,woman,,talk, She talks a lot of nonsense .,1,0,woman has propertywalk along beach woman is at locationbed woman is used forhave sex talk desires person to understand. talk is at location conference. talk is used for communicate.  She talks a lot of nonsense .,37
644,person,,transform, He transformed into a monster .,1,1,person has propertyselfish person is at locationin bus person is used forplay with transform desires become more powerful. transform is at location zoo. transform is used for create new form of magic.  He transformed into a monster .,39
645,shot,,volley, Gun shots volleyed at the attackers .,2,0,shot has propertydangerous shot is at locationgun shot is used forkill person volley desires fire. volley is at location war. volley is used for kill person.  Gun shots volleyed at the attackers .,35
646,woman,,whistle, She whistled for her maid .,1,0,woman has propertywalk along beach woman is at locationbed woman is used forhave sex whistle desires fly. whistle is at location orchestra. whistle is used for play.  She whistled for her maid .,34
